ModelName,DatasetName,Seed,EventId,CI,IBS,MAEH,MAEM,MAEPO,DCalib,GlobalCI,LocalCI
mensa,seer_cr,0,2,0.7603099566280715,0.1473654115227655,16.813326634921506,26.79809152530901,34.9608137049458,0.683978244147209,0.7290842421071719,0.7890729959695477
deepsurv,mimic_cr,0,1,0.63549386302255,0.1170656687734228,475.4430364325482,3940.321972746625,9766.95623301002,0.999999262588486,0.7307609563376045,0.8515255694026643
deepsurv,mimic_cr,0,2,0.6844314408358305,0.0807121112974854,537.5212706900363,7814.183416225231,16715.78331638014,0.998761168217598,0.7307609563376045,0.8515255694026643
deepsurv,mimic_cr,0,3,0.7504843108668393,0.1531711441361697,407.8115156342976,997.9922395220834,1315.9704113219716,0.9209596812366616,0.7307609563376045,0.8515255694026643
deephit,mimic_cr,0,1,0.5699298023867755,0.1212778381820562,788.625521087852,5761.081093685599,9074.976809884312,0.9998491489013294,0.6845195385600849,0.8470133218736571
deephit,mimic_cr,0,2,0.6182210253502876,0.0855512615208525,610.581934407495,4668.762710375085,13221.267897933045,0.9999999221289212,0.6845195385600849,0.8470133218736571
deephit,mimic_cr,0,3,0.7093861207919783,0.1891078952793932,619.6222050488881,1189.2349772446123,1542.254791314448,4.095233906390289e-21,0.6845195385600849,0.8470133218736571
hierarch,mimic_cr,0,1,0.5165688472231276,0.8220299772710424,805.2143937565801,8972.211264367848,15668.892780871072,0.0,0.6815809751814391,0.7105715513536742
hierarch,mimic_cr,0,2,0.6154146756297076,0.8726037335433949,789.1829980336083,13752.064842158095,25446.423955435763,0.0,0.6815809751814391,0.7105715513536742
hierarch,mimic_cr,0,3,0.7142216783475451,0.4484181489932007,808.9228432573962,1989.574113609584,2378.8362666275107,0.0,0.6815809751814391,0.7105715513536742
mtlrcr,mimic_cr,0,1,0.5916834107481416,0.2424101670149848,197.7390298637096,6880.480652820014,13576.425071186964,1.869479382185861e-101,0.6828821878957401,0.7223893425010743
mtlrcr,mimic_cr,0,2,0.6357981695958532,0.1750952471331931,115.49875018162628,11337.103617873829,23031.462731151496,6.769353744453145e-38,0.6828821878957401,0.7223893425010743
mtlrcr,mimic_cr,0,3,0.7020586960037979,0.1790636242099765,415.2705888168711,1139.8572637873797,1515.3854174600035,4.829381210918649e-62,0.6828821878957401,0.7223893425010743
dsm,mimic_cr,0,1,0.603057577913116,0.119738152009527,624.3016561652038,3037.715019615572,7858.531721348951,0.9997254878563157,0.7244695079193512,0.8483025354533734
dsm,mimic_cr,0,2,0.6346663157042196,0.085689163067329,616.1112551268805,4788.190964472927,13090.82507885793,0.9999958097195196,0.7244695079193512,0.8483025354533734
dsm,mimic_cr,0,3,0.7529306525496606,0.1542934331003259,412.54127698445296,1068.303759788527,1352.878884187364,0.1753426460704723,0.7244695079193512,0.8483025354533734
deepsurv,rotterdam_cr,0,1,0.8623052374694951,0.0936677997129185,334.7370059945001,16316.208778675442,27512.10341308614,0.9967513791811696,0.6790562963856875,0.8656716417910447
deepsurv,rotterdam_cr,0,2,0.6630443697203313,0.3361522805811817,1179.753278918426,2548.493715457056,4009.444907124995,0.7573773392110102,0.6790562963856875,0.8656716417910447
deephit,rotterdam_cr,0,1,0.770227144734372,0.1182422037124545,379.06289194978666,2171.869364496033,16958.321440267315,0.0006641796590536,0.6638960960598564,0.8925373134328358
deephit,rotterdam_cr,0,2,0.6546051012876241,0.3296301579692244,1287.6522613378795,2780.4366911815364,4280.686714120112,0.0050889998675932,0.6638960960598564,0.8925373134328358
hierarch,rotterdam_cr,0,1,0.8471935423315187,1.4794200555815846,2148.4966462010475,10849.933061945429,25852.166046163315,0.0,0.656308453508719,0.7731343283582089
hierarch,rotterdam_cr,0,2,0.6396292954974165,0.8042274794566301,2160.845710623125,4247.102796837101,5755.90927390993,0.0,0.656308453508719,0.7731343283582089
mtlrcr,rotterdam_cr,0,1,0.8685000938614604,0.1973801041620459,135.93988179037672,6159.983497114107,21162.216481332,0.0003054038943592,0.6899097930368672,0.8626865671641791
mtlrcr,rotterdam_cr,0,2,0.674304929057656,0.3849849979559062,968.6113761141632,2857.623635998317,4366.4301130711465,1.6285226818787992e-05,0.6899097930368672,0.8626865671641791
dsm,rotterdam_cr,0,1,0.8131218321757087,0.1378407102088748,2.6609775315076068e+16,2.6609775315081736e+16,2.6609775315095844e+16,0.9875909144824392,0.6929116635491462,0.8626865671641791
dsm,rotterdam_cr,0,2,0.6824079389813827,0.2899508471616909,1057.8230133118057,2519.6705993928217,3995.840774013182,0.9348992660306868,0.6929116635491462,0.8626865671641791
mensa,rotterdam_cr,0,1,0.8642763281396658,0.2658469764359483,163.330644964083,5588.28167763226,20590.51466185015,0.9993420624106704,0.6900380136366379,0.8835820895522388
mensa,rotterdam_cr,0,2,0.6748134175346511,0.3355525933356175,978.9500681961912,2622.746395808029,4131.528822789706,0.1826481606975073,0.6900380136366379,0.8835820895522388
deepsurv,seer_cr,1,1,0.5927448382596053,0.1000223621009197,8.153986483218196,23.741003608934808,68.84392408584455,0.9999369310279616,0.7194759570953431,0.7949640287769785
deepsurv,seer_cr,1,2,0.7476963452210814,0.1524613524103172,17.730333109420865,28.242848700743103,36.13464508527532,0.012086474834331,0.7194759570953431,0.7949640287769785
deephit,seer_cr,1,1,0.567041071156394,0.1067302456662819,19.072607034811845,122.9997176602837,143.64182621658313,4.208512378556627e-05,0.7190757972022118,0.783273381294964
deephit,seer_cr,1,2,0.7529307731309288,0.1701469142159673,20.09275814178851,27.45629319344704,36.56501659215804,6.8621658863702285e-15,0.7190757972022118,0.783273381294964
hierarch,seer_cr,1,1,0.5957768111524077,0.1645091205714032,7.603935478546859,43.952413258138826,91.51099385008152,1.248706663101676e-100,0.7222802793346669,0.7225719424460432
hierarch,seer_cr,1,2,0.7504499743878807,0.15882182347925,18.34073752860851,26.53221499803644,35.61309708145453,1.5818861527606846e-12,0.7222802793346669,0.7225719424460432
mtlrcr,seer_cr,1,1,0.5261270239532894,0.1314438679270353,7.451891531237004,41.56036466941882,89.80620945293605,1.468950684368044e-50,0.651614262945621,0.7589928057553957
mtlrcr,seer_cr,1,2,0.6795576648639843,0.1859606341639472,19.69406985546821,34.52103448475308,44.01312734931888,1.73657142655537e-65,0.651614262945621,0.7589928057553957
dsm,seer_cr,1,1,0.6126203233635437,0.1022040664494991,17.067739540826032,103.43488060509212,125.61228742771344,0.9395460088665544,0.7362809643469066,0.7976618705035972
dsm,seer_cr,1,2,0.7638176208247155,0.1461591367871849,19.75394031645256,44.56950642035694,47.28474206601477,0.4348697045223104,0.7362809643469066,0.7976618705035972
mensa,seer_cr,1,1,0.5708070019111043,0.0997715941747706,8.12102448775322,24.45519780989626,69.99579599796508,0.9996159706207624,0.7274757384380696,0.7810251798561151
mensa,seer_cr,1,2,0.7623626122586235,0.1471034342015363,16.49833872978544,26.79053641651893,34.88835941237987,0.2307383693586581,0.7274757384380696,0.7810251798561151
deepsurv,mimic_cr,1,1,0.6023424871226468,0.1091822524221259,397.7967915465388,3262.6679719936906,10517.527649353377,0.99999843801093,0.7199581931761919,0.8680795847750865
deepsurv,mimic_cr,1,2,0.7197134827291952,0.0680656992975787,367.9430633454461,63666.93651868965,74377.9022679343,0.99999346150137,0.7199581931761919,0.8680795847750865
deepsurv,mimic_cr,1,3,0.7388523023598581,0.153631573907125,414.9960118821768,984.5203951420192,1318.2793523979674,0.9584754717114532,0.7199581931761919,0.8680795847750865
deephit,mimic_cr,1,1,0.5432150110838782,0.1126459933626177,862.4281248343628,8880.550742302225,13173.13952699928,0.8617130451779778,0.6915096384126638,0.8598615916955017
deephit,mimic_cr,1,2,0.6267947909323638,0.0749539667581243,613.7042078831581,6665.262492221652,15969.3404388583,0.9996507304777285,0.6915096384126638,0.8598615916955017
deephit,mimic_cr,1,3,0.7213302883551179,0.1841519421072815,486.036986978161,948.6882482099996,1321.3731589858148,1.9752532647038067e-18,0.6915096384126638,0.8598615916955017
hierarch,mimic_cr,1,1,0.5837186108206107,0.8612540867303338,818.2228357281324,7796.7754348707795,15780.49237610014,0.0,0.6853772933199697,0.7441608996539792
hierarch,mimic_cr,1,2,0.6187808407227395,0.9186637799173596,808.5642558363531,12683.317099849375,27039.46957564205,0.0,0.6853772933199697,0.7441608996539792
hierarch,mimic_cr,1,3,0.7078904887621947,0.454611684624262,829.0369002288644,1995.4110482581864,2394.6435000821302,0.0,0.6853772933199697,0.7441608996539792
mtlrcr,mimic_cr,1,1,0.5452056675159596,0.3245409518936324,235.6800922955682,5926.520826119845,13910.237767349208,4.6883476836309956e-122,0.6677777023611863,0.6708477508650519
mtlrcr,mimic_cr,1,2,0.6769631395391978,0.1930562923965285,105.7882806762372,10279.222705014505,24635.375180807183,7.33895915937719e-46,0.6677777023611863,0.6708477508650519
mtlrcr,mimic_cr,1,3,0.6865888145640661,0.1777869231906257,425.5014823847839,1113.603503270234,1502.0733612346985,2.8290265991031924e-50,0.6677777023611863,0.6708477508650519
dsm,mimic_cr,1,1,0.5772351814539195,0.1099454885857375,576.6644356475882,3081.394398648636,9016.314034716075,0.9976578125174508,0.7149102965583275,0.863538062283737
dsm,mimic_cr,1,2,0.6438800875598264,0.0742918665227896,542.7223400380303,5815.035805071467,15692.010402696727,0.9999952585495464,0.7149102965583275,0.863538062283737
dsm,mimic_cr,1,3,0.7436152097741641,0.1542990787904033,415.2461016033091,1056.2068303276362,1345.711582226903,0.1820161321651104,0.7149102965583275,0.863538062283737
mensa,mimic_cr,1,1,0.5667973581741413,0.1125483865807048,212.7891750040728,4037.850598813047,12021.567540042408,0.9714920657585416,0.7147195921164472,0.8626730103806228
mensa,mimic_cr,1,2,0.6626906095796387,0.0732029239449309,141.18159156388322,7873.808995817718,22226.401193809008,0.9988521742077162,0.7147195921164472,0.8626730103806228
mensa,mimic_cr,1,3,0.7432990503339219,0.1529427188099306,427.4527798038736,939.2902560240432,1287.129745637242,0.0120356598368669,0.7147195921164472,0.8626730103806228
deepsurv,rotterdam_cr,1,1,0.809810744292625,0.0662825273352788,405.0334923895677,7487.943096444261,12809.926069126412,0.9995932626164968,0.6704165653864852,0.8623853211009175
deepsurv,rotterdam_cr,1,2,0.656713803028407,0.1974650619930712,1241.010143754803,2713.9810179311166,4039.408820409307,0.3627628758493526,0.6704165653864852,0.8623853211009175
deephit,rotterdam_cr,1,1,0.7874904523466011,0.0677472245012985,446.25791337573054,2750.9382910097206,10633.407922982631,0.1282996264382895,0.6586427442877978,0.8868501529051988
deephit,rotterdam_cr,1,2,0.645976723814291,0.1999912935687266,1222.9474080478649,2831.128619622817,4263.825425716513,0.1844620392838428,0.6586427442877978,0.8868501529051988
hierarch,rotterdam_cr,1,1,0.8155817703471102,0.8951676882990779,2143.6840052110647,12456.465337279224,20709.148177028863,0.0,0.6242024185707341,0.6880733944954128
hierarch,rotterdam_cr,1,2,0.6053893964042881,0.5280488282836449,2155.5168503222176,4260.5371181566925,5712.452320288016,0.0,0.6242024185707341,0.6880733944954128
mtlrcr,rotterdam_cr,1,1,0.8104048205041161,0.0785548951451341,157.94704271693115,7660.59253617483,15913.275375924475,0.0096777417070497,0.6680238210986874,0.8256880733944955
mtlrcr,rotterdam_cr,1,2,0.654027447545155,0.2024169383362298,978.49320863427,2902.6255790366545,4354.540781167978,4.117037390531456e-07,0.6680238210986874,0.8256880733944955
dsm,rotterdam_cr,1,1,0.8260205380633115,0.0761515014000734,1238.3321656705682,50028.2942125821,49151.56203693346,0.9693332024659936,0.6764022241127856,0.8868501529051988
dsm,rotterdam_cr,1,2,0.6616944062069828,0.1932224769345696,1039.5400590928327,2747.359031509673,4199.2742336409965,0.5258629601488688,0.6764022241127856,0.8868501529051988
mensa,rotterdam_cr,1,1,0.8219468726130866,0.0564741927176334,172.008989438137,7271.829251307355,15524.512091057,0.9999835384782964,0.6882823894020418,0.8593272171253823
mensa,rotterdam_cr,1,2,0.6751428690610269,0.1848366297080406,974.3338995624304,2687.063753826931,4138.978955958254,0.0219366297076739,0.6882823894020418,0.8593272171253823
deepsurv,seer_cr,2,1,0.5835276185892133,0.0970126344778947,7.608675508838242,22.1043096409574,62.05601770496142,0.9948521459709652,0.6918372244016132,0.7835990888382688
deepsurv,seer_cr,2,2,0.7144591384354068,0.1648639326484629,19.594136110006293,29.270774787996213,37.68694551677194,0.0624522320209407,0.6918372244016132,0.7835990888382688
deephit,seer_cr,2,1,0.5621035954053417,0.1033240602585961,19.28285679849547,108.64918871783306,120.00503905495115,0.0027173099675171,0.7157854751642556,0.7835990888382688
deephit,seer_cr,2,2,0.747883997233292,0.171356479559932,20.40010164719813,28.11620941685616,37.07248924693904,1.3650007737720845e-17,0.7157854751642556,0.7835990888382688
hierarch,seer_cr,2,1,0.5503787935763027,0.1505893809689922,7.431054113435668,42.612113505003975,83.49399553382607,5.408866548516323e-74,0.7081770257399137,0.7029612756264237
hierarch,seer_cr,2,2,0.7411353032252255,0.1605274627275825,19.301462975065338,27.06782420752408,35.76493961245274,5.090906459129315e-14,0.7081770257399137,0.7029612756264237
mtlrcr,seer_cr,2,1,0.5761510461320939,0.130368194709968,7.054299279870797,42.6699448223826,84.78446162548617,1.0234319819285489e-71,0.6668862661120806,0.738496583143508
mtlrcr,seer_cr,2,2,0.6858375339228034,0.1778167342122354,19.056523144248903,32.83761003712659,42.1511873208695,3.5065763680096826e-27,0.6668862661120806,0.738496583143508
dsm,seer_cr,2,1,0.5696869876509785,0.0997213042879405,17.1227700134469,100.63849068965771,116.48294867962848,0.6470138254386024,0.7221083799061743,0.7863325740318906
dsm,seer_cr,2,2,0.75394363225194,0.1510831082241609,20.80751400435351,45.819857406932776,48.43670611445437,0.0529334054863657,0.7221083799061743,0.7863325740318906
mensa,seer_cr,2,1,0.5793661537535911,0.0965646285386934,7.513115915335973,23.74193146274169,63.397437166921456,0.5025404699212632,0.7262833681790442,0.7886104783599088
mensa,seer_cr,2,2,0.7569689991522899,0.1493876271875552,16.912642366430564,26.77809413817462,34.82180160330946,0.6885192464515149,0.7262833681790442,0.7886104783599088
deepsurv,mimic_cr,2,1,0.6494339286485553,0.100789775449286,406.01731890248624,5219.126804168199,10426.437143332458,0.9999992650017364,0.7278323956570428,0.8526863084922011
deepsurv,mimic_cr,2,2,0.6379200501372757,0.07365912835981,463.9243924493261,6187.422089687383,14329.89681005788,0.9999922432174072,0.7278323956570428,0.8526863084922011
deepsurv,mimic_cr,2,3,0.75021597418816,0.1460180924114167,390.5962237087859,989.0000565668596,1295.696310731592,0.98029613479948,0.7278323956570428,0.8526863084922011
deephit,mimic_cr,2,1,0.5738619185418736,0.1062870123487725,867.7588891425802,9187.617003932804,11392.261823822017,0.6574340988453535,0.6960252080158403,0.8522530329289428
deephit,mimic_cr,2,2,0.5857573613183448,0.0774286304641359,708.1520180592801,7159.88298116172,13345.383338904963,0.757273276150064,0.6960252080158403,0.8522530329289428
deephit,mimic_cr,2,3,0.7277306602716838,0.1774914992771243,471.9772757374354,931.3243737887268,1290.9688767708965,1.604530703407313e-19,0.6960252080158403,0.8522530329289428
hierarch,mimic_cr,2,1,0.5616631753984365,0.8086311517388092,787.3744263921863,8125.040039256245,14133.897933954357,0.0,0.6925641289475734,0.7439341421143848
hierarch,mimic_cr,2,2,0.590407925673979,0.8571432035174854,786.7667082981568,13337.851426439163,24208.574088197,0.0,0.6925641289475734,0.7439341421143848
hierarch,mimic_cr,2,3,0.7248357018387047,0.4440852720900491,804.4275743484316,1985.1713969818368,2366.1620383687264,0.0,0.6925641289475734,0.7439341421143848
mtlrcr,mimic_cr,2,1,0.613590841359651,0.2759054944272658,205.80241988730367,6285.382833897391,12294.2407285955,2.8196014306474e-107,0.6807208875157125,0.6919410745233969
mtlrcr,mimic_cr,2,2,0.5608941700890476,0.1839096983256533,154.93383686090897,10967.501609815648,21838.22427157348,6.28136205287594e-65,0.6807208875157125,0.6919410745233969
mtlrcr,mimic_cr,2,3,0.7044434168720278,0.1637350859650105,397.7534900730541,1067.728732456358,1430.4874057251548,7.814637059868089e-44,0.6807208875157125,0.6919410745233969
dsm,mimic_cr,2,1,0.6060702176823738,0.1049628082210185,620.1894355757141,3176.1395569991923,6938.719053776944,0.9999765608338256,0.7178837308252778,0.8522530329289428
dsm,mimic_cr,2,2,0.5948073886074662,0.0766677136906073,645.6634351739881,5144.028318905047,11914.396086714944,0.9999740582439156,0.7178837308252778,0.8522530329289428
dsm,mimic_cr,2,3,0.7492589890821044,0.1497038366458688,397.85176387645953,1018.5316503087552,1309.430885621805,0.294812652999833,0.7178837308252778,0.8522530329289428
deepsurv,rotterdam_cr,2,1,0.8268653516295026,0.0542215859008471,475.5697958633058,31651.882581199112,33779.065124544955,0.9995161069903964,0.6727745543095932,0.8875379939209727
deepsurv,rotterdam_cr,2,2,0.6611570915909605,0.1951494709519024,1190.495610052266,2565.518272348827,3776.1449481658233,0.888015658581483,0.6727745543095932,0.8875379939209727
deephit,rotterdam_cr,2,1,0.7161234991423671,0.0597912514089106,355.8804874859416,2112.457689545836,10003.322492062678,0.0376476516251938,0.612211766828007,0.9088145896656536
deephit,rotterdam_cr,2,2,0.6043774853706637,0.2077837356919074,1352.0402090438283,2809.0576723351164,4122.461944474856,0.0037743095549302,0.612211766828007,0.9088145896656536
hierarch,rotterdam_cr,2,1,0.8606346483704974,0.8899365597274272,2092.8110767488547,11158.189146985667,19192.732839801178,0.0,0.6078074737696539,0.7446808510638298
hierarch,rotterdam_cr,2,2,0.5887459183343571,0.5339461702577804,2105.444112579894,4086.247494250463,5409.751727510374,0.0,0.6078074737696539,0.7446808510638298
mtlrcr,rotterdam_cr,2,1,0.8208619210977701,0.0798672451414776,154.12538432095008,6318.169001817973,14352.712694633485,0.0010118381848936,0.6706400505065688,0.8844984802431611
mtlrcr,rotterdam_cr,2,2,0.6593142801719958,0.2039824016616716,1021.415891634156,2775.4657131589524,4098.969946418864,5.6609279805620405e-05,0.6706400505065688,0.8844984802431611
dsm,rotterdam_cr,2,1,0.842409948542024,0.0621588451635573,1148.4046170201168,110011.20971970636,109707.93905849256,0.9999207104327096,0.6725340468388299,0.9088145896656536
dsm,rotterdam_cr,2,2,0.6597264879893957,0.197666502645499,1097.7384366874987,2629.753343274276,3944.055890893376,0.2324586994392512,0.6725340468388299,0.9088145896656536
mensa,rotterdam_cr,2,1,0.7958833619210978,0.0556228577915272,161.05225536245558,5616.170843978478,13650.71453679399,0.999997672252188,0.671579532814238,0.9088145896656536
mensa,rotterdam_cr,2,2,0.6622078174000194,0.189870114294889,1034.8072806484906,2615.3973151138507,3938.901548373761,0.5127271732102867,0.671579532814238,0.9088145896656536
deepsurv,seer_cr,3,1,0.6095425194749569,0.0974987928967801,8.053880365337466,24.38488407447304,65.68103432113058,0.9999870394779252,0.7351085984553308,0.7941573033707865
deepsurv,seer_cr,3,2,0.7620406959780561,0.1467344246634775,17.457554454662947,27.57176810176407,34.27406211688024,0.0010899927452364,0.7351085984553308,0.7941573033707865
deephit,seer_cr,3,1,0.592377766451548,0.1052451293009097,20.69650447280185,130.5981431824679,141.3457301188196,2.837927824167318e-05,0.7153280445584042,0.7856179775280899
deephit,seer_cr,3,2,0.7416991223930527,0.1718136142609605,20.9350239960628,28.696167183190344,37.043460251425856,1.8091893540188653e-14,0.7153280445584042,0.7856179775280899
hierarch,seer_cr,3,1,0.613845358678564,0.1550110639103435,7.364336934884069,44.72578372963049,87.91922688602605,8.181536476790173e-98,0.7262430364287352,0.7101123595505618
hierarch,seer_cr,3,2,0.7503507322715005,0.1586637063385958,19.315326704637897,27.082594970959832,35.220834189529064,3.1311887449629367e-21,0.7262430364287352,0.7101123595505618
mtlrcr,seer_cr,3,1,0.5545692961864903,0.1282369582285563,7.481141845157498,45.999787177599,89.62351683593504,1.2307916653839069e-52,0.6684227596924777,0.7613483146067416
mtlrcr,seer_cr,3,2,0.6928427007783472,0.1716886859192467,19.104587867229565,31.06523567755951,39.54612369881928,8.869408394084841e-18,0.6684227596924777,0.7613483146067416
dsm,seer_cr,3,1,0.6175471215025281,0.1002803141177238,17.76762734986322,111.6279501938892,127.0751274500958,0.8871142772976673,0.7384661707515744,0.7941573033707865
dsm,seer_cr,3,2,0.7644015790201668,0.1466686901387378,20.490196825006723,45.0291994928643,46.692627762680914,0.0005596567947558,0.7384661707515744,0.7941573033707865
mensa,seer_cr,3,1,0.5964659770428491,0.0964595062982687,7.913537702386872,26.85111062139089,67.76667411977007,0.9982102252326448,0.7326996523100621,0.7860674157303371
mensa,seer_cr,3,2,0.761919829031009,0.1473804084705565,17.293620058138128,26.92113873718351,34.04656980472886,0.8432521894144023,0.7326996523100621,0.7860674157303371
deepsurv,mimic_cr,3,1,0.6536617113546882,0.10944117481656,453.7082644761836,5932.252307543314,12013.388638023722,0.9999702935266854,0.7317903400147915,0.8578602620087337
deepsurv,mimic_cr,3,2,0.6857957121575231,0.0642390651489446,403.1922168753306,9250.185973348,17737.053946477776,0.9999998694210808,0.7317903400147915,0.8578602620087337
deepsurv,mimic_cr,3,3,0.7501756597028899,0.1525646272325855,404.33149886098977,1022.4989316708997,1344.0463141769724,0.6884742749664585,0.7317903400147915,0.8578602620087337
deephit,mimic_cr,3,1,0.576691346568978,0.115312361746956,762.5145206405754,5243.576872055497,9144.795944643412,0.9979825917236156,0.6866790842195238,0.8528384279475982
deephit,mimic_cr,3,2,0.5805967571302114,0.069657624938904,563.0960291009077,4260.49914625378,12399.53999841162,0.9999999999999968,0.6866790842195238,0.8528384279475982
deephit,mimic_cr,3,3,0.7168576538147273,0.1889549219950573,563.88037768211,1033.227029039274,1372.5569323578625,1.0285332844139357e-24,0.6866790842195238,0.8528384279475982
hierarch,mimic_cr,3,1,0.5760766043547462,0.8180934439342825,814.54295030899,8513.967014604072,15558.43538461831,0.0,0.69032867183456,0.675764192139738
hierarch,mimic_cr,3,2,0.6133968089470389,0.86422711901715,807.0996221946181,12927.435477260457,24533.121839649128,0.0,0.69032867183456,0.675764192139738
hierarch,mimic_cr,3,3,0.7182198440370741,0.4505005560745661,818.950453918416,2008.804697316444,2404.311385805263,0.0,0.69032867183456,0.675764192139738
mtlrcr,mimic_cr,3,1,0.6001147003292802,0.2336779302920302,183.5905831037378,6521.164807824042,13565.63317783828,1.450280006534622e-84,0.701079020727059,0.6936681222707424
mtlrcr,mimic_cr,3,2,0.6353671438132867,0.1900206978126142,143.7601032643298,10668.967998812868,22274.654361201545,3.073234845931816e-80,0.701079020727059,0.6936681222707424
mtlrcr,mimic_cr,3,3,0.7254901696768378,0.1686785284311857,390.3580122644601,1063.511671014676,1438.2374917619404,2.325546447365627e-41,0.701079020727059,0.6936681222707424
dsm,mimic_cr,3,1,0.606796961085658,0.1161146038833406,689.3792613148586,3630.2330351600335,8244.967493886996,0.994617546936516,0.7160678779399504,0.8548034934497817
dsm,mimic_cr,3,2,0.6240430079668372,0.0698890036517131,550.3696834727712,4828.813974728058,12597.57635402293,0.9999630771306284,0.7160678779399504,0.8548034934497817
dsm,mimic_cr,3,3,0.7446604724039785,0.1584723601678806,421.2897651705353,1065.9536450580508,1371.0143458804257,0.5868613102640091,0.7160678779399504,0.8548034934497817
deepsurv,rotterdam_cr,3,1,0.7715065999089668,0.0520008205102438,375.81613799726944,16429.737767921917,18405.576302827456,0.9957599219799372,0.6764012543704718,0.9067796610169492
deepsurv,rotterdam_cr,3,2,0.6699685207847483,0.1949886563339904,1384.341005944263,2689.03448064861,3776.400952358866,0.1616188007645908,0.6764012543704718,0.9067796610169492
deephit,rotterdam_cr,3,1,0.7251934456076468,0.0563930176136269,402.6306125912526,2180.3518051190586,8603.949286058069,0.5103566659253022,0.6501676098475291,0.9124293785310734
deephit,rotterdam_cr,3,2,0.6450930137692704,0.206182305256011,1310.5082132121763,2952.035092383608,4151.43349417782,0.0002582866135158,0.6501676098475291,0.9124293785310734
hierarch,rotterdam_cr,3,1,0.7191624943104233,0.8074230109430174,2035.4198039626656,12290.474875855854,18938.73611762685,0.0,0.6329236203727067,0.7768361581920904
hierarch,rotterdam_cr,3,2,0.6270905970275616,0.49927146737259,2056.9086197949323,4068.2297624994817,5269.467408050886,0.0,0.6329236203727067,0.7768361581920904
mtlrcr,rotterdam_cr,3,1,0.8363677742375967,0.0532096380441432,119.01096460753384,7225.869097821086,13874.13033959208,0.0140018709724376,0.682774033089428,0.8728813559322034
mtlrcr,rotterdam_cr,3,2,0.6723852624935541,0.1865250178250795,1001.4750616112022,2821.9609587236423,4023.198604275047,0.3487703744409057,0.682774033089428,0.8728813559322034
dsm,rotterdam_cr,3,1,0.7035730541647701,0.0660595469115861,151.64121118481353,7203.689241088215,13851.950482859203,0.8897247598094445,0.6725516346465775,0.807909604519774
dsm,rotterdam_cr,3,2,0.6704534084524387,0.1837856261614843,1254.6680298157933,2649.347868307565,3813.1827510145295,0.0057450134322968,0.6725516346465775,0.807909604519774
mensa,rotterdam_cr,3,1,0.7792444242148384,0.0496331341639163,154.26596461054334,6883.359264499292,13531.620506270285,0.9998808998732064,0.6731716108567927,0.9067796610169492
mensa,rotterdam_cr,3,2,0.6659970598874753,0.1846229660022577,1056.8043186488903,2708.22443112004,3909.4620766714434,0.5691259561091956,0.6731716108567927,0.9067796610169492
deepsurv,seer_cr,4,1,0.5983282860616175,0.0987535682939904,8.022181689275381,24.33219290573988,67.40476426920354,0.999992451660138,0.7251480066937637,0.7933184855233854
deepsurv,seer_cr,4,2,0.7523059954855684,0.1538131504150466,18.02999140116116,28.29505258092719,36.162961952583856,0.0003556009054031,0.7251480066937637,0.7933184855233854
deephit,seer_cr,4,1,0.5495447864440592,0.1058616649426327,20.45052105960536,122.63310319967042,137.45279533936923,0.0005814905739497,0.7114926290588705,0.7853006681514476
