ModelName,DatasetName,Seed,EventId,CI,IBS,MAEM,DCalib,GlobalCI,LocalCI
no_shared,rotterdam_me,6,2,0.7093552775783228,0.2650520278709733,2491.973294807078,0.7768391565177254,0.7073843668827625,0.8869047619047619
with_shared,proact_me,7,1,0.7186506755264497,0.3208278865998763,134.09166483837805,0.9522104295496796,0.7037802572624873,0.7567811934900542
with_shared,proact_me,7,2,0.7324944958980604,0.1711052904756893,127.82558948115484,0.7718180415167806,0.7037802572624873,0.7567811934900542
with_shared,proact_me,7,3,0.6702100118460175,0.1688169510889918,137.0357321659397,0.7628655674127564,0.7037802572624873,0.7567811934900542
with_shared,proact_me,7,4,0.7062969506692258,0.1789433900901505,132.66150220182078,0.3643149446394757,0.7037802572624873,0.7567811934900542
with_shared,rotterdam_me,7,1,0.7017243616779677,0.1663890680511084,1193.2253651174271,0.8078947360691605,0.7205733052007098,0.8224852071005917
with_shared,rotterdam_me,7,2,0.7430801712282333,0.2153418865917188,2575.939198506237,1.2394274040482744e-28,0.7205733052007098,0.8224852071005917
no_shared,proact_me,7,1,0.7193996600762428,0.320065741734753,125.6357784727654,0.974682987014449,0.7076568444197772,0.7676311030741411
no_shared,proact_me,7,2,0.7374020638844815,0.1682415578849575,129.04411814998738,0.7774972743701118,0.7076568444197772,0.7676311030741411
no_shared,proact_me,7,3,0.6729714675725078,0.1687551446993015,137.84449476695056,0.8503732047512919,0.7076568444197772,0.7676311030741411
no_shared,proact_me,7,4,0.7126142386841737,0.1769066175239641,132.13578411457686,0.7083968312256332,0.7076568444197772,0.7676311030741411
no_shared,rotterdam_me,7,1,0.7029328748012847,0.1658910937990189,1178.6345360715254,0.2822669058350737,0.7167021267204011,0.8816568047337278
no_shared,rotterdam_me,7,2,0.7331435101787824,0.1945908393868333,2332.8963923072706,0.5641604336644355,0.7167021267204011,0.8816568047337278
with_shared,proact_me,8,1,0.742440276073907,0.3160107455034141,118.17451571381277,0.9995634496970972,0.7059055674180175,0.7588051716451182
with_shared,proact_me,8,2,0.7516720933786277,0.1401655561073462,108.0361111635147,0.9492034199721188,0.7059055674180175,0.7588051716451182
with_shared,proact_me,8,3,0.6572861415297511,0.1723333424452676,144.74075298099737,0.964263113765982,0.7059055674180175,0.7588051716451182
with_shared,proact_me,8,4,0.69701797308147,0.1916991599096066,137.5641572419141,0.8860964011924362,0.7059055674180175,0.7588051716451182
with_shared,rotterdam_me,8,1,0.7063313984683673,0.1628798178695467,1169.4039874941045,0.8511183960472872,0.7111447195025958,0.9126506024096386
with_shared,rotterdam_me,8,2,0.7168858118066869,0.1839891452364218,2521.3704603897754,0.9894786441660196,0.7111447195025958,0.9126506024096386
no_shared,proact_me,8,1,0.7362595169643108,0.3180569278887469,124.22573248559884,0.9916333551021318,0.7076710894725036,0.7543468568880963
no_shared,proact_me,8,2,0.7485218576986823,0.1390906352951339,106.86837369415754,0.9690905699978076,0.7076710894725036,0.7543468568880963
no_shared,proact_me,8,3,0.673617082803808,0.1684745242133619,142.55285110784,0.6184259017783889,0.7076710894725036,0.7543468568880963
no_shared,proact_me,8,4,0.6946915242665048,0.1934367225086063,138.77094840729757,0.8790564056906661,0.7076710894725036,0.7543468568880963
no_shared,rotterdam_me,8,1,0.7203957530526967,0.1638179866496781,1180.6460895627338,0.9964095149136124,0.7197237036447416,0.8855421686746988
no_shared,rotterdam_me,8,2,0.7189221162051044,0.1834542666753406,2459.036449863359,0.9958633830451936,0.7197237036447416,0.8855421686746988
with_shared,proact_me,9,1,0.7423132233102787,0.3423921232589881,128.19318917741097,0.5558069549244989,0.7085229390401401,0.7674418604651163
with_shared,proact_me,9,2,0.7529866174777474,0.1493895748582009,130.51994618754904,0.4057409773658025,0.7085229390401401,0.7674418604651163
with_shared,proact_me,9,3,0.6747129539932347,0.1700210262885164,143.10929183203365,0.3158167834277313,0.7085229390401401,0.7674418604651163
with_shared,proact_me,9,4,0.6902483152843695,0.1963897132869603,140.26634272926918,0.1199711210612187,0.7085229390401401,0.7674418604651163
with_shared,rotterdam_me,9,1,0.6772996012649526,0.1772406194583691,1263.440921993651,0.9803500752367416,0.6933303369202161,0.9041916167664672
with_shared,rotterdam_me,9,2,0.712518272553898,0.2124994650383054,2356.478214523336,0.1162113520069206,0.6933303369202161,0.9041916167664672
no_shared,proact_me,9,1,0.7416577806908561,0.3364853592851186,139.20265725777162,0.7905666447243532,0.7069562541713256,0.7674418604651163
no_shared,proact_me,9,2,0.7526647436770367,0.1505332400147166,131.72269866415795,0.811129401335978,0.7069562541713256,0.7674418604651163
no_shared,proact_me,9,3,0.67387921040512,0.1694322377050071,142.27056097058758,0.6909552353205677,0.7069562541713256,0.7674418604651163
no_shared,proact_me,9,4,0.6868067755722789,0.196679138969024,137.45112683005243,0.4435223850299016,0.7069562541713256,0.7674418604651163
no_shared,rotterdam_me,9,1,0.6761106752614424,0.17883190409482416,1274.2543258434869,0.5610708118887637,0.694608218984921,0.8982035928143712
no_shared,rotterdam_me,9,2,0.7167487923172987,0.21470675962125077,2321.74374195733,0.1059191631762314,0.694608218984921,0.8982035928143712
