ModelName,Seed,Linear,Copula,KTau,L1
mensa,6,True,clayton,0.25,0.1206641481740083
coxph,7,True,clayton,0.25,0.074381377188473
coxboost,7,True,clayton,0.25,0.1566288979011576
rsf,7,True,clayton,0.25,0.1571881029938413
deepsurv,7,True,clayton,0.25,0.062825613277095
deephit,7,True,clayton,0.25,0.1111829433277063
mtlr,7,True,clayton,0.25,0.0961133322662301
dsm,7,True,clayton,0.25,0.1523221827766604
mensa,7,True,clayton,0.25,0.0603987862463232
coxph,8,True,clayton,0.25,0.1322989773060832
coxboost,8,True,clayton,0.25,0.1710084423225658
rsf,8,True,clayton,0.25,0.1739017763436191
deepsurv,8,True,clayton,0.25,0.1227304224065199
deephit,8,True,clayton,0.25,0.0806834677346901
mtlr,8,True,clayton,0.25,0.0764527985150761
dsm,8,True,clayton,0.25,0.0980549222491441
mensa,8,True,clayton,0.25,0.0683612171204435
coxph,9,True,clayton,0.25,0.1531806401739215
coxboost,9,True,clayton,0.25,0.189730764254823
rsf,9,True,clayton,0.25,0.1913075324137822
deepsurv,9,True,clayton,0.25,0.136660651184247
deephit,9,True,clayton,0.25,0.0800503754417434
mtlr,9,True,clayton,0.25,0.0851740062154724
dsm,9,True,clayton,0.25,0.0817984817194241
mensa,9,True,clayton,0.25,0.1190729351601034
coxph,0,True,clayton,0.5,0.198979145700062
coxboost,0,True,clayton,0.5,0.1616027910904601
rsf,0,True,clayton,0.5,0.1665193076232659
deepsurv,0,True,clayton,0.5,0.1572350082374774
deephit,0,True,clayton,0.5,0.0894039845623231
mtlr,0,True,clayton,0.5,0.0975929679719209
dsm,0,True,clayton,0.5,0.2389787504105963
mensa,0,True,clayton,0.5,0.0672914935944492
coxph,1,True,clayton,0.5,0.2093416625126447
coxboost,1,True,clayton,0.5,0.1799950464543511
rsf,1,True,clayton,0.5,0.1830993348838119
deepsurv,1,True,clayton,0.5,0.1869545729818421
deephit,1,True,clayton,0.5,0.086055410168872
mtlr,1,True,clayton,0.5,0.1175074992828531
dsm,1,True,clayton,0.5,0.2269656047628792
mensa,1,True,clayton,0.5,0.0646404312821357
coxph,2,True,clayton,0.5,0.2018701682114517
coxboost,2,True,clayton,0.5,0.1818303188363316
rsf,2,True,clayton,0.5,0.1800732911369555
deepsurv,2,True,clayton,0.5,0.1810708882603058
deephit,2,True,clayton,0.5,0.0857462633951052
mtlr,2,True,clayton,0.5,0.1184029379069343
dsm,2,True,clayton,0.5,0.1173352380931982
mensa,2,True,clayton,0.5,0.0611189015754051
coxph,3,True,clayton,0.5,0.2259333413691691
coxboost,3,True,clayton,0.5,0.2036548620223105
rsf,3,True,clayton,0.5,0.2053638537325058
deepsurv,3,True,clayton,0.5,0.1995157753571401
deephit,3,True,clayton,0.5,0.0884846821166229
mtlr,3,True,clayton,0.5,0.1143935614694701
dsm,3,True,clayton,0.5,0.2174520522820286
mensa,3,True,clayton,0.5,0.0615526742800959
coxph,4,True,clayton,0.5,0.2020409790386663
coxboost,4,True,clayton,0.5,0.1836820328262048
rsf,4,True,clayton,0.5,0.188653683435297
deepsurv,4,True,clayton,0.5,0.1869821391045078
deephit,4,True,clayton,0.5,0.0863679698212906
mtlr,4,True,clayton,0.5,0.0966808377056531
dsm,4,True,clayton,0.5,0.1842995918074015
mensa,4,True,clayton,0.5,0.0671775928502919
coxph,5,True,clayton,0.5,0.2269019689405162
coxboost,5,True,clayton,0.5,0.2006026344758021
rsf,5,True,clayton,0.5,0.2026374605492958
deepsurv,5,True,clayton,0.5,0.2038025701333825
deephit,5,True,clayton,0.5,0.0918476651495901
mtlr,5,True,clayton,0.5,0.0948660811395617
dsm,5,True,clayton,0.5,0.0750951201706938
mensa,5,True,clayton,0.5,0.0744213663060912
coxph,6,True,clayton,0.5,0.2205951726681137
coxboost,6,True,clayton,0.5,0.1969112509098473
rsf,6,True,clayton,0.5,0.2000654037930286
deepsurv,6,True,clayton,0.5,0.2053194855193039
deephit,6,True,clayton,0.5,0.0864775034389561
mtlr,6,True,clayton,0.5,0.1009755875625599
dsm,6,True,clayton,0.5,0.1776541839977324
mensa,6,True,clayton,0.5,0.0802688273763424
coxph,7,True,clayton,0.5,0.2132238010729518
coxboost,7,True,clayton,0.5,0.1717339085346952
rsf,7,True,clayton,0.5,0.1727430573890286
deepsurv,7,True,clayton,0.5,0.1892935241968595
deephit,7,True,clayton,0.5,0.0871542270835786
mtlr,7,True,clayton,0.5,0.1037289551172626
dsm,7,True,clayton,0.5,0.1265996481432203
mensa,7,True,clayton,0.5,0.0626585641810495
coxph,8,True,clayton,0.5,0.2052814170927122
coxboost,8,True,clayton,0.5,0.1876003093444482
rsf,8,True,clayton,0.5,0.1932733517867853
deepsurv,8,True,clayton,0.5,0.1781302990442006
deephit,8,True,clayton,0.5,0.094563362476134
mtlr,8,True,clayton,0.5,0.0931743217921143
dsm,8,True,clayton,0.5,0.1993248289042779
mensa,8,True,clayton,0.5,0.067105874324665
coxph,9,True,clayton,0.5,0.2235849429936863
coxboost,9,True,clayton,0.5,0.1991704442185523
rsf,9,True,clayton,0.5,0.2034686669445338
deepsurv,9,True,clayton,0.5,0.2009348132383105
deephit,9,True,clayton,0.5,0.085706199596996
mtlr,9,True,clayton,0.5,0.1035605357660117
dsm,9,True,clayton,0.5,0.0808419240906815
mensa,9,True,clayton,0.5,0.0736751063134552
coxph,0,True,clayton,0.75,0.2253435674867399
coxboost,0,True,clayton,0.75,0.1841654063393091
rsf,0,True,clayton,0.75,0.1845288666818822
deepsurv,0,True,clayton,0.75,0.1973628430816096
deephit,0,True,clayton,0.75,0.0944450215524276
mtlr,0,True,clayton,0.75,0.1903274935579856
dsm,0,True,clayton,0.75,0.2803793760058249
mensa,0,True,clayton,0.75,0.1060353597556128
coxph,1,True,clayton,0.75,0.2573171687655466
coxboost,1,True,clayton,0.75,0.1808142964793782
rsf,1,True,clayton,0.75,0.1867813119453786
deepsurv,1,True,clayton,0.75,0.23501971546687
deephit,1,True,clayton,0.75,0.0650163527641016
mtlr,1,True,clayton,0.75,0.1459619512313487
dsm,1,True,clayton,0.75,0.1059890878966409
mensa,1,True,clayton,0.75,0.0627587349628031
coxph,2,True,clayton,0.75,0.2248328620772628
coxboost,2,True,clayton,0.75,0.1634466153479195
rsf,2,True,clayton,0.75,0.1642270021873586
deepsurv,2,True,clayton,0.75,0.1622228085602314
deephit,2,True,clayton,0.75,0.0736038205889744
mtlr,2,True,clayton,0.75,0.1756921428613304
dsm,2,True,clayton,0.75,0.1127870276880238
mensa,2,True,clayton,0.75,0.0719325042049703
coxph,3,True,clayton,0.75,0.2358756580233353
coxboost,3,True,clayton,0.75,0.18443690344962
rsf,3,True,clayton,0.75,0.1927824909369739
deepsurv,3,True,clayton,0.75,0.2146339462810774
deephit,3,True,clayton,0.75,0.0683037866752797
mtlr,3,True,clayton,0.75,0.22775891713127
dsm,3,True,clayton,0.75,0.2900973784817004
mensa,3,True,clayton,0.75,0.0631466218158501
coxph,4,True,clayton,0.75,0.1808859826493045
coxboost,4,True,clayton,0.75,0.1635623251356727
rsf,4,True,clayton,0.75,0.1715556509908052
deepsurv,4,True,clayton,0.75,0.1546306151908237
deephit,4,True,clayton,0.75,0.1016159393220734
mtlr,4,True,clayton,0.75,0.1374038776372933
dsm,4,True,clayton,0.75,0.1995149570323286
mensa,4,True,clayton,0.75,0.0937826067908346
coxph,5,True,clayton,0.75,0.2556011733168964
coxboost,5,True,clayton,0.75,0.1780856266354082
rsf,5,True,clayton,0.75,0.1763981102587215
deepsurv,5,True,clayton,0.75,0.233890098852559
deephit,5,True,clayton,0.75,0.0763127007341002
mtlr,5,True,clayton,0.75,0.1475701171792626
dsm,5,True,clayton,0.75,0.1578827106810387
mensa,5,True,clayton,0.75,0.0743646484241448
coxph,6,True,clayton,0.75,0.3091560500931875
coxboost,6,True,clayton,0.75,0.2270812299107413
rsf,6,True,clayton,0.75,0.2262502034066405
deepsurv,6,True,clayton,0.75,0.2924343556141339
deephit,6,True,clayton,0.75,0.0680019888472612
mtlr,6,True,clayton,0.75,0.1716702554963536
dsm,6,True,clayton,0.75,0.2645401771758227
mensa,6,True,clayton,0.75,0.1113553378204544
coxph,7,True,clayton,0.75,0.1871693967950222
coxboost,7,True,clayton,0.75,0.1542393881062717
rsf,7,True,clayton,0.75,0.1577509803197518
deepsurv,7,True,clayton,0.75,0.1710980620561502
deephit,7,True,clayton,0.75,0.098795021925739
mtlr,7,True,clayton,0.75,0.1195654166236718
dsm,7,True,clayton,0.75,0.2766636174762806
mensa,7,True,clayton,0.75,0.0920065647980795
coxph,8,True,clayton,0.75,0.2625561728607338
coxboost,8,True,clayton,0.75,0.1936264583256536
rsf,8,True,clayton,0.75,0.1978484912087302
deepsurv,8,True,clayton,0.75,0.2211041110551144
deephit,8,True,clayton,0.75,0.0698898936294947
mtlr,8,True,clayton,0.75,0.204707492772489
dsm,8,True,clayton,0.75,0.2012102299480596
mensa,8,True,clayton,0.75,0.0742374016807972
coxph,9,True,clayton,0.75,0.3102891322760693
coxboost,9,True,clayton,0.75,0.2202516941712772
rsf,9,True,clayton,0.75,0.2249419966003992
deepsurv,9,True,clayton,0.75,0.2921914261585439
deephit,9,True,clayton,0.75,0.0786139631012586
mtlr,9,True,clayton,0.75,0.1680734654112499
dsm,9,True,clayton,0.75,0.2432890849702586
mensa,9,True,clayton,0.75,0.0660627906215181
coxph,0,False,clayton,0.0,0.022214182557102
coxboost,0,False,clayton,0.0,0.0104698705695207
rsf,0,False,clayton,0.0,0.009761148465676
deepsurv,0,False,clayton,0.0,0.0121165622924406
deephit,0,False,clayton,0.0,0.0338501413067421
mtlr,0,False,clayton,0.0,0.0370236424617193
dsm,0,False,clayton,0.0,0.0238023857412183
mensa,0,False,clayton,0.0,0.0243089554547798
coxph,1,False,clayton,0.0,0.0239007894052177
coxboost,1,False,clayton,0.0,0.0130865997536679
rsf,1,False,clayton,0.0,0.012484253809478
deepsurv,1,False,clayton,0.0,0.0157255028151605
deephit,1,False,clayton,0.0,0.0292560503362683
mtlr,1,False,clayton,0.0,0.0856022575116014
dsm,1,False,clayton,0.0,0.0127817422199417
mensa,1,False,clayton,0.0,0.0279921126283318
coxph,2,False,clayton,0.0,0.0204666574443321
coxboost,2,False,clayton,0.0,0.0127934071520625
rsf,2,False,clayton,0.0,0.0123224321962759
deepsurv,2,False,clayton,0.0,0.0124948484714756
deephit,2,False,clayton,0.0,0.0344057366492205
mtlr,2,False,clayton,0.0,0.037962819227613
dsm,2,False,clayton,0.0,0.0177070539379205
mensa,2,False,clayton,0.0,0.0255795822887187
coxph,3,False,clayton,0.0,0.0217358848496667
coxboost,3,False,clayton,0.0,0.0116773431813945
rsf,3,False,clayton,0.0,0.0104202830777812
deepsurv,3,False,clayton,0.0,0.0117258082313189
deephit,3,False,clayton,0.0,0.0303556683442375
mtlr,3,False,clayton,0.0,0.0392463035297718
dsm,3,False,clayton,0.0,0.0370703033038805
mensa,3,False,clayton,0.0,0.0274176420362295
coxph,4,False,clayton,0.0,0.0194488388803935
coxboost,4,False,clayton,0.0,0.0097686272998419
rsf,4,False,clayton,0.0,0.0085443688603404
deepsurv,4,False,clayton,0.0,0.0103983615720336
deephit,4,False,clayton,0.0,0.03029391700963
mtlr,4,False,clayton,0.0,0.0927534523017874
dsm,4,False,clayton,0.0,0.0200026775431625
mensa,4,False,clayton,0.0,0.0241090373936344
coxph,5,False,clayton,0.0,0.0236241637739194
coxboost,5,False,clayton,0.0,0.0121739640227082
rsf,5,False,clayton,0.0,0.0113673217941652
deepsurv,5,False,clayton,0.0,0.0135939601148687
deephit,5,False,clayton,0.0,0.0320064860579603
mtlr,5,False,clayton,0.0,0.073655436397237
dsm,5,False,clayton,0.0,0.0306643831820284
mensa,5,False,clayton,0.0,0.0255074491648628
coxph,6,False,clayton,0.0,0.0204927144745497
coxboost,6,False,clayton,0.0,0.0110848826201311
rsf,6,False,clayton,0.0,0.0102362589421476
deepsurv,6,False,clayton,0.0,0.0115712620892031
deephit,6,False,clayton,0.0,0.0360760317980472
mtlr,6,False,clayton,0.0,0.0354081120605853
dsm,6,False,clayton,0.0,0.0113136136233065
mensa,6,False,clayton,0.0,0.0270606974988393
coxph,7,False,clayton,0.0,0.0206902809518399
coxboost,7,False,clayton,0.0,0.0107934061319037
rsf,7,False,clayton,0.0,0.0100356380492425
deepsurv,7,False,clayton,0.0,0.0118488387474937
deephit,7,False,clayton,0.0,0.0334777749699445
mtlr,7,False,clayton,0.0,0.0821474903870481
dsm,7,False,clayton,0.0,0.0401467631229412
mensa,7,False,clayton,0.0,0.023958846829992
coxph,8,False,clayton,0.0,0.0200618851317602
coxboost,8,False,clayton,0.0,0.0118498415937585
rsf,8,False,clayton,0.0,0.0107196870010376
deepsurv,8,False,clayton,0.0,0.0118600378555424
deephit,8,False,clayton,0.0,0.0435556649180957
mtlr,8,False,clayton,0.0,0.0642939146537613
dsm,8,False,clayton,0.0,0.016561941831933
mensa,8,False,clayton,0.0,0.0234980034056262
coxph,9,False,clayton,0.0,0.0182183541700753
coxboost,9,False,clayton,0.0,0.0095369337033578
rsf,9,False,clayton,0.0,0.008668242749481
deepsurv,9,False,clayton,0.0,0.0098091812380768
deephit,9,False,clayton,0.0,0.0320255981597721
mtlr,9,False,clayton,0.0,0.0330534080852696
dsm,9,False,clayton,0.0,0.0168404544554852
mensa,9,False,clayton,0.0,0.0309857348769012
coxph,0,False,clayton,0.25,0.0603566500040418
coxboost,0,False,clayton,0.25,0.0510008669311686
rsf,0,False,clayton,0.25,0.0522391024820837
deepsurv,0,False,clayton,0.25,0.0539297390939841
deephit,0,False,clayton,0.25,0.0158785614534283
mtlr,0,False,clayton,0.25,0.045729837574942
dsm,0,False,clayton,0.25,0.0603758544243349
mensa,0,False,clayton,0.25,0.055023590097786
coxph,1,False,clayton,0.25,0.0578928106191036
coxboost,1,False,clayton,0.25,0.0525277154002591
rsf,1,False,clayton,0.25,0.0537344420873255
deepsurv,1,False,clayton,0.25,0.0534417828005804
deephit,1,False,clayton,0.25,0.0156088900432224
mtlr,1,False,clayton,0.25,0.0320781812031601
dsm,1,False,clayton,0.25,0.0810151035124803
mensa,1,False,clayton,0.25,0.0468234332906516
coxph,2,False,clayton,0.25,0.0585089131833843
coxboost,2,False,clayton,0.25,0.0512112237205462
rsf,2,False,clayton,0.25,0.0519282831580243
deepsurv,2,False,clayton,0.25,0.0517727437981504
deephit,2,False,clayton,0.25,0.0199780623824805
mtlr,2,False,clayton,0.25,0.0566343488790408
dsm,2,False,clayton,0.25,0.0584025626659678
mensa,2,False,clayton,0.25,0.0523764551378315
coxph,3,False,clayton,0.25,0.058946432849422
coxboost,3,False,clayton,0.25,0.053445718495373
rsf,3,False,clayton,0.25,0.0544714225914084
deepsurv,3,False,clayton,0.25,0.0552499992239231
deephit,3,False,clayton,0.25,0.0174546096738921
mtlr,3,False,clayton,0.25,0.051613868099528
dsm,3,False,clayton,0.25,0.0794871573246457
mensa,3,False,clayton,0.25,0.0475279976207388
coxph,4,False,clayton,0.25,0.0616321784183641
coxboost,4,False,clayton,0.25,0.0553783892714623
rsf,4,False,clayton,0.25,0.05652502144605
deepsurv,4,False,clayton,0.25,0.0565728714935312
deephit,4,False,clayton,0.25,0.0158613758574821
mtlr,4,False,clayton,0.25,0.0640646964547832
dsm,4,False,clayton,0.25,0.0643856148346039
mensa,4,False,clayton,0.25,0.0408298572915218
coxph,5,False,clayton,0.25,0.0590680593713066
coxboost,5,False,clayton,0.25,0.0512144293683317
rsf,5,False,clayton,0.25,0.0521344566854982
deepsurv,5,False,clayton,0.25,0.0530604801047364
deephit,5,False,clayton,0.25,0.0498715874135624
mtlr,5,False,clayton,0.25,0.0513710372789193
dsm,5,False,clayton,0.25,0.0708161411142878
mensa,5,False,clayton,0.25,0.0486644568186974
coxph,6,False,clayton,0.25,0.0561441681485212
coxboost,6,False,clayton,0.25,0.0485099981175233
rsf,6,False,clayton,0.25,0.050282967092663
deepsurv,6,False,clayton,0.25,0.0504686547143926
deephit,6,False,clayton,0.25,0.016255790017945
mtlr,6,False,clayton,0.25,0.0783150560721557
dsm,6,False,clayton,0.25,0.0678401766502448
mensa,6,False,clayton,0.25,0.0408245894245032
coxph,7,False,clayton,0.25,0.0594831093305178
coxboost,7,False,clayton,0.25,0.0523444095015515
rsf,7,False,clayton,0.25,0.0534093909745514
deepsurv,7,False,clayton,0.25,0.0544264807580249
deephit,7,False,clayton,0.25,0.0161608856215734
mtlr,7,False,clayton,0.25,0.0723563999536667
dsm,7,False,clayton,0.25,0.0648019021878161
mensa,7,False,clayton,0.25,0.046274160887867
coxph,8,False,clayton,0.25,0.0577970103693067
coxboost,8,False,clayton,0.25,0.0515349876509656
rsf,8,False,clayton,0.25,0.0521052909364587
deepsurv,8,False,clayton,0.25,0.0521536257842354
deephit,8,False,clayton,0.25,0.0145199815633661
mtlr,8,False,clayton,0.25,0.0653784976894589
dsm,8,False,clayton,0.25,0.0574656912294258
mensa,8,False,clayton,0.25,0.0421526074713435
coxph,9,False,clayton,0.25,0.0574264701829265
coxboost,9,False,clayton,0.25,0.0507270969589997
rsf,9,False,clayton,0.25,0.0513744489445747
deepsurv,9,False,clayton,0.25,0.0518934740832242
deephit,9,False,clayton,0.25,0.0157456909839435
mtlr,9,False,clayton,0.25,0.0396572305462675
dsm,9,False,clayton,0.25,0.089640541885012
mensa,9,False,clayton,0.25,0.0421153691181964
coxph,0,False,clayton,0.5,0.1121576893788301
coxboost,0,False,clayton,0.5,0.1082618489015288
rsf,0,False,clayton,0.5,0.1093742201848637
deepsurv,0,False,clayton,0.5,0.1089998863504421
deephit,0,False,clayton,0.5,0.0335213096352096
mtlr,0,False,clayton,0.5,0.1174056397981305
dsm,0,False,clayton,0.5,0.0799890056508526
mensa,0,False,clayton,0.5,0.080550439433445
coxph,1,False,clayton,0.5,0.1045976240814029
coxboost,1,False,clayton,0.5,0.1020774636015761
rsf,1,False,clayton,0.5,0.1030525172276562
deepsurv,1,False,clayton,0.5,0.1024249463518246
deephit,1,False,clayton,0.5,0.0321075792796372
mtlr,1,False,clayton,0.5,0.1613129383163139
dsm,1,False,clayton,0.5,0.0830633428296853
mensa,1,False,clayton,0.5,0.0837933764206549
coxph,2,False,clayton,0.5,0.1080555497520818
coxboost,2,False,clayton,0.5,0.1039738416131429
rsf,2,False,clayton,0.5,0.1039878230694778
deepsurv,2,False,clayton,0.5,0.1040568775749104
deephit,2,False,clayton,0.5,0.0234133957575451
mtlr,2,False,clayton,0.5,0.0723195480957738
dsm,2,False,clayton,0.5,0.0975049409920477
mensa,2,False,clayton,0.5,0.0785072235548943
coxph,3,False,clayton,0.5,0.1146715146241389
coxboost,3,False,clayton,0.5,0.1109690865421128
rsf,3,False,clayton,0.5,0.1120566584858543
deepsurv,3,False,clayton,0.5,0.1122550123815168
deephit,3,False,clayton,0.5,0.034139106291482
mtlr,3,False,clayton,0.5,0.1127039769657568
dsm,3,False,clayton,0.5,0.1326518025766685
mensa,3,False,clayton,0.5,0.0890709935359933
coxph,4,False,clayton,0.5,0.1145860935142032
coxboost,4,False,clayton,0.5,0.1113167293447216
rsf,4,False,clayton,0.5,0.1116522927082609
deepsurv,4,False,clayton,0.5,0.1114613193016725
deephit,4,False,clayton,0.5,0.0324653524141802
mtlr,4,False,clayton,0.5,0.0850331372593435
dsm,4,False,clayton,0.5,0.1250933317676036
mensa,4,False,clayton,0.5,0.0769750042508457
coxph,5,False,clayton,0.5,0.1042795544529693
coxboost,5,False,clayton,0.5,0.1015449664197001
rsf,5,False,clayton,0.5,0.1021562392905156
deepsurv,5,False,clayton,0.5,0.1018321739853403
deephit,5,False,clayton,0.5,0.0297676555207546
mtlr,5,False,clayton,0.5,0.1033688437770382
dsm,5,False,clayton,0.5,0.108496688814235
mensa,5,False,clayton,0.5,0.0741084591345547
coxph,6,False,clayton,0.5,0.1121942803886116
coxboost,6,False,clayton,0.5,0.1085390483804276
rsf,6,False,clayton,0.5,0.1093415907339185
deepsurv,6,False,clayton,0.5,0.1089906298740986
deephit,6,False,clayton,0.5,0.0288665785219995
mtlr,6,False,clayton,0.5,0.0577673925924533
dsm,6,False,clayton,0.5,0.1202640076774825
mensa,6,False,clayton,0.5,0.0801148679523915
coxph,7,False,clayton,0.5,0.1066415063803481
coxboost,7,False,clayton,0.5,0.103832399768602
rsf,7,False,clayton,0.5,0.1050986484660183
deepsurv,7,False,clayton,0.5,0.1045770367201438
deephit,7,False,clayton,0.5,0.0328408875132779
mtlr,7,False,clayton,0.5,0.0762175449402023
dsm,7,False,clayton,0.5,0.121592848732129
mensa,7,False,clayton,0.5,0.0753082271470953
coxph,8,False,clayton,0.5,0.1076144481751164
coxboost,8,False,clayton,0.5,0.1039528070633012
rsf,8,False,clayton,0.5,0.1044666407214866
deepsurv,8,False,clayton,0.5,0.1055578590931593
