ModelName,Seed,Linear,Copula,KTau,L1
deephit,8,False,clayton,0.5,0.0409101014527713
mtlr,8,False,clayton,0.5,0.0754855042741189
dsm,8,False,clayton,0.5,0.1146369593058623
mensa,8,False,clayton,0.5,0.0740495855044386
coxph,9,False,clayton,0.5,0.1160246755936914
coxboost,9,False,clayton,0.5,0.1106354649200159
rsf,9,False,clayton,0.5,0.1113082852250646
deepsurv,9,False,clayton,0.5,0.1120760554205817
deephit,9,False,clayton,0.5,0.0295068773971815
mtlr,9,False,clayton,0.5,0.0861832143738429
dsm,9,False,clayton,0.5,0.1150191411669114
mensa,9,False,clayton,0.5,0.0955940913078624
coxph,0,False,clayton,0.75,0.1561682474279513
coxboost,0,False,clayton,0.75,0.1514232430281019
rsf,0,False,clayton,0.75,0.1518828347304781
deepsurv,0,False,clayton,0.75,0.1533473541675591
deephit,0,False,clayton,0.75,0.0530647649016978
mtlr,0,False,clayton,0.75,0.0696791362355314
dsm,0,False,clayton,0.75,0.1669494805187567
mensa,0,False,clayton,0.75,0.1350184769189196
coxph,1,False,clayton,0.75,0.1556192802714978
coxboost,1,False,clayton,0.75,0.1527832020540495
rsf,1,False,clayton,0.75,0.1530849913737997
deepsurv,1,False,clayton,0.75,0.1535595710628814
deephit,1,False,clayton,0.75,0.0504252609476593
mtlr,1,False,clayton,0.75,0.2152895692001552
dsm,1,False,clayton,0.75,0.1411356813305277
mensa,1,False,clayton,0.75,0.1169900625207197
coxph,2,False,clayton,0.75,0.1565892295462246
coxboost,2,False,clayton,0.75,0.1519505791314972
rsf,2,False,clayton,0.75,0.1521806806732323
deepsurv,2,False,clayton,0.75,0.1529285462222473
deephit,2,False,clayton,0.75,0.0557509446333621
mtlr,2,False,clayton,0.75,0.1771325416100475
dsm,2,False,clayton,0.75,0.1371408628200657
mensa,2,False,clayton,0.75,0.1130068421566474
coxph,3,False,clayton,0.75,0.1506870564983326
coxboost,3,False,clayton,0.75,0.1482886499118298
rsf,3,False,clayton,0.75,0.1489154812092397
deepsurv,3,False,clayton,0.75,0.1487750475527607
deephit,3,False,clayton,0.75,0.0542155613229968
mtlr,3,False,clayton,0.75,0.1522474272775211
dsm,3,False,clayton,0.75,0.1472329389408487
mensa,3,False,clayton,0.75,0.1090841774881181
coxph,4,False,clayton,0.75,0.1563498500379463
coxboost,4,False,clayton,0.75,0.1535082254192915
rsf,4,False,clayton,0.75,0.1541053477671469
deepsurv,4,False,clayton,0.75,0.1541371148432909
deephit,4,False,clayton,0.75,0.0495189746023078
mtlr,4,False,clayton,0.75,0.222504556003848
dsm,4,False,clayton,0.75,0.1441448444255531
mensa,4,False,clayton,0.75,0.1126485721817785
coxph,5,False,clayton,0.75,0.1567232919526621
coxboost,5,False,clayton,0.75,0.153258313386405
rsf,5,False,clayton,0.75,0.1537729748711692
deepsurv,5,False,clayton,0.75,0.1544987574950425
deephit,5,False,clayton,0.75,0.0523095417027944
mtlr,5,False,clayton,0.75,0.118603511922591
dsm,5,False,clayton,0.75,0.1449305600787963
mensa,5,False,clayton,0.75,0.1219639050677533
coxph,6,False,clayton,0.75,0.1532544587876566
coxboost,6,False,clayton,0.75,0.1495276566493586
rsf,6,False,clayton,0.75,0.1499271620230265
deepsurv,6,False,clayton,0.75,0.1502990658048699
deephit,6,False,clayton,0.75,0.0537888134034843
mtlr,6,False,clayton,0.75,0.1967362986913433
dsm,6,False,clayton,0.75,0.1434725707257815
mensa,6,False,clayton,0.75,0.109630489863153
coxph,7,False,clayton,0.75,0.1525395653881777
coxboost,7,False,clayton,0.75,0.1483051503500363
rsf,7,False,clayton,0.75,0.1490367227568276
deepsurv,7,False,clayton,0.75,0.1495765250093945
deephit,7,False,clayton,0.75,0.0585461178039548
mtlr,7,False,clayton,0.75,0.1785509441412842
dsm,7,False,clayton,0.75,0.1339896408683252
mensa,7,False,clayton,0.75,0.1282093461621475
coxph,8,False,clayton,0.75,0.1571726740050334
coxboost,8,False,clayton,0.75,0.1530607627238242
rsf,8,False,clayton,0.75,0.1536197174254543
deepsurv,8,False,clayton,0.75,0.1547165713659641
deephit,8,False,clayton,0.75,0.0529780399894228
mtlr,8,False,clayton,0.75,0.0805279593609983
dsm,8,False,clayton,0.75,0.1653813316014275
mensa,8,False,clayton,0.75,0.1263508673217397
coxph,9,False,clayton,0.75,0.1581946956968261
coxboost,9,False,clayton,0.75,0.1531837314391419
rsf,9,False,clayton,0.75,0.15338095703407
deepsurv,9,False,clayton,0.75,0.1559595042029732
deephit,9,False,clayton,0.75,0.0482876461185946
mtlr,9,False,clayton,0.75,0.1595590093019328
dsm,9,False,clayton,0.75,0.149808910113628
mensa,9,False,clayton,0.75,0.1141556901327261
coxph,0,True,frank,0.0,0.0298410966826631
coxboost,0,True,frank,0.0,0.141161973720509
rsf,0,True,frank,0.0,0.1458933245084443
deepsurv,0,True,frank,0.0,0.0332740666185391
deephit,0,True,frank,0.0,0.1126130873596564
mtlr,0,True,frank,0.0,0.0837132858566078
dsm,0,True,frank,0.0,0.0826973554495893
mensa,0,True,frank,0.0,0.0825672544564246
coxph,1,True,frank,0.0,0.0291169546078611
coxboost,1,True,frank,0.0,0.1390043223186491
rsf,1,True,frank,0.0,0.1434274228256457
deepsurv,1,True,frank,0.0,0.0289985363100004
deephit,1,True,frank,0.0,0.0990796275535557
mtlr,1,True,frank,0.0,0.0824767954923414
dsm,1,True,frank,0.0,0.1000750709071329
mensa,1,True,frank,0.0,0.074813285749462
coxph,2,True,frank,0.0,0.0262338589962722
coxboost,2,True,frank,0.0,0.1393823366244955
rsf,2,True,frank,0.0,0.1441779503576987
deepsurv,2,True,frank,0.0,0.0281186421588228
deephit,2,True,frank,0.0,0.1074031310966399
mtlr,2,True,frank,0.0,0.0845734941091049
dsm,2,True,frank,0.0,0.0701849937384651
mensa,2,True,frank,0.0,0.0749903878963859
coxph,3,True,frank,0.0,0.0526125869267365
coxboost,3,True,frank,0.0,0.1466922164638211
rsf,3,True,frank,0.0,0.1510799154284698
deepsurv,3,True,frank,0.0,0.0418050577306672
deephit,3,True,frank,0.0,0.111088800165555
mtlr,3,True,frank,0.0,0.0870554547477892
dsm,3,True,frank,0.0,0.0484473696458361
mensa,3,True,frank,0.0,0.0812202406041888
coxph,4,True,frank,0.0,0.0387027687019432
coxboost,4,True,frank,0.0,0.1411221322145347
rsf,4,True,frank,0.0,0.148392621735021
deepsurv,4,True,frank,0.0,0.040095190939792
deephit,4,True,frank,0.0,0.1242596242328046
mtlr,4,True,frank,0.0,0.085539632441589
dsm,4,True,frank,0.0,0.0736036291822991
mensa,4,True,frank,0.0,0.0840963621958937
coxph,5,True,frank,0.0,0.0617387003470197
coxboost,5,True,frank,0.0,0.1519053293891314
rsf,5,True,frank,0.0,0.1549965951199933
deepsurv,5,True,frank,0.0,0.0494108158139075
deephit,5,True,frank,0.0,0.1870137260817496
mtlr,5,True,frank,0.0,0.084748058863433
dsm,5,True,frank,0.0,0.0526620740433097
mensa,5,True,frank,0.0,0.0854225836874916
coxph,6,True,frank,0.0,0.0345736940885049
coxboost,6,True,frank,0.0,0.1438136510295339
rsf,6,True,frank,0.0,0.1476887408857065
deepsurv,6,True,frank,0.0,0.0297204939936845
deephit,6,True,frank,0.0,0.111597188490114
mtlr,6,True,frank,0.0,0.0830527325900295
dsm,6,True,frank,0.0,0.0421216116808587
mensa,6,True,frank,0.0,0.0792987563701741
coxph,7,True,frank,0.0,0.0305040010894849
coxboost,7,True,frank,0.0,0.1458091937805521
rsf,7,True,frank,0.0,0.1481633559000942
deepsurv,7,True,frank,0.0,0.0296251317921934
deephit,7,True,frank,0.0,0.111170868989352
mtlr,7,True,frank,0.0,0.0979699332342509
dsm,7,True,frank,0.0,0.0506753254599863
mensa,7,True,frank,0.0,0.0868605857115398
coxph,8,True,frank,0.0,0.0307430780541425
coxboost,8,True,frank,0.0,0.1405708597320404
rsf,8,True,frank,0.0,0.1468754757452837
deepsurv,8,True,frank,0.0,0.0344513597519664
deephit,8,True,frank,0.0,0.1040155130048059
mtlr,8,True,frank,0.0,0.0861862702133315
dsm,8,True,frank,0.0,0.0593819729569425
mensa,8,True,frank,0.0,0.0758860121477332
coxph,9,True,frank,0.0,0.0321164287644256
coxboost,9,True,frank,0.0,0.1415615072188685
rsf,9,True,frank,0.0,0.1457470821534011
deepsurv,9,True,frank,0.0,0.0366066920072745
deephit,9,True,frank,0.0,0.104320400534431
mtlr,9,True,frank,0.0,0.0883275579996343
dsm,9,True,frank,0.0,0.0476653939873265
mensa,9,True,frank,0.0,0.08083859980148
coxph,0,True,frank,0.25,0.1133505476642028
coxboost,0,True,frank,0.25,0.1627688187734026
rsf,0,True,frank,0.25,0.1647752735223893
deepsurv,0,True,frank,0.25,0.0919301778131662
deephit,0,True,frank,0.25,0.1120411317644628
mtlr,0,True,frank,0.25,0.0950633528236069
dsm,0,True,frank,0.25,0.0838576974551891
mensa,0,True,frank,0.25,0.0662931094099391
coxph,1,True,frank,0.25,0.1357956439981804
coxboost,1,True,frank,0.25,0.1617713711881672
rsf,1,True,frank,0.25,0.1650981369562873
deepsurv,1,True,frank,0.25,0.0959162404472919
deephit,1,True,frank,0.25,0.076312099341081
mtlr,1,True,frank,0.25,0.0845067934288141
dsm,1,True,frank,0.25,0.1249328442487965
mensa,1,True,frank,0.25,0.0617952629888639
coxph,2,True,frank,0.25,0.1483568385154066
coxboost,2,True,frank,0.25,0.1716713451752164
rsf,2,True,frank,0.25,0.1715023847313562
deepsurv,2,True,frank,0.25,0.1123813486741513
deephit,2,True,frank,0.25,0.0849774704109403
mtlr,2,True,frank,0.25,0.0830376511746472
dsm,2,True,frank,0.25,0.0899407330452591
mensa,2,True,frank,0.25,0.0658815310080446
coxph,3,True,frank,0.25,0.1412007505785062
coxboost,3,True,frank,0.25,0.1759188728966384
rsf,3,True,frank,0.25,0.1811038981782559
deepsurv,3,True,frank,0.25,0.1208601802550676
deephit,3,True,frank,0.25,0.0773881167637509
mtlr,3,True,frank,0.25,0.0756593734530842
dsm,3,True,frank,0.25,0.1647087877129252
mensa,3,True,frank,0.25,0.0623338508034458
coxph,4,True,frank,0.25,0.085800490115019
coxboost,4,True,frank,0.25,0.1608719193454665
rsf,4,True,frank,0.25,0.1632544481596149
deepsurv,4,True,frank,0.25,0.0710833601843642
deephit,4,True,frank,0.25,0.0987479120039679
mtlr,4,True,frank,0.25,0.0870273598782713
dsm,4,True,frank,0.25,0.1533534671665832
mensa,4,True,frank,0.25,0.0633553110153631
coxph,5,True,frank,0.25,0.1471344549605416
coxboost,5,True,frank,0.25,0.1741738976524438
rsf,5,True,frank,0.25,0.1773860648483827
deepsurv,5,True,frank,0.25,0.1364304854636299
deephit,5,True,frank,0.25,0.0719750974122423
mtlr,5,True,frank,0.25,0.0863032450956369
dsm,5,True,frank,0.25,0.1292415713642592
mensa,5,True,frank,0.25,0.0707992235131042
coxph,6,True,frank,0.25,0.1383112528815247
coxboost,6,True,frank,0.25,0.1699989697497354
rsf,6,True,frank,0.25,0.1707209856919807
deepsurv,6,True,frank,0.25,0.1230956575984752
deephit,6,True,frank,0.25,0.1078566045815122
mtlr,6,True,frank,0.25,0.0746625710247004
dsm,6,True,frank,0.25,0.0974384696235706
mensa,6,True,frank,0.25,0.1167155585386385
coxph,7,True,frank,0.25,0.0929077177076339
coxboost,7,True,frank,0.25,0.1621162948757434
rsf,7,True,frank,0.25,0.1633930437385537
deepsurv,7,True,frank,0.25,0.08551359894351
deephit,7,True,frank,0.25,0.1006946804027442
mtlr,7,True,frank,0.25,0.1114854132792776
dsm,7,True,frank,0.25,0.1118136977803521
mensa,7,True,frank,0.25,0.0636813788928568
coxph,8,True,frank,0.25,0.1381111066554869
coxboost,8,True,frank,0.25,0.1786161429092541
rsf,8,True,frank,0.25,0.1821162544893053
deepsurv,8,True,frank,0.25,0.1259747545619827
deephit,8,True,frank,0.25,0.0755792903563949
mtlr,8,True,frank,0.25,0.0978873445861435
dsm,8,True,frank,0.25,0.131790226105216
mensa,8,True,frank,0.25,0.0615245200011064
coxph,9,True,frank,0.25,0.1346631126280688
coxboost,9,True,frank,0.25,0.1639188191822922
rsf,9,True,frank,0.25,0.1657422589067499
deepsurv,9,True,frank,0.25,0.1210668595489317
deephit,9,True,frank,0.25,0.0724878927976863
mtlr,9,True,frank,0.25,0.0717648500463929
dsm,9,True,frank,0.25,0.1505475053704956
mensa,9,True,frank,0.25,0.0604468026014618
coxph,0,True,frank,0.5,0.2057886784083676
coxboost,0,True,frank,0.5,0.1568448796353709
rsf,0,True,frank,0.5,0.1573434973150815
deepsurv,0,True,frank,0.5,0.1590588463948063
deephit,0,True,frank,0.5,0.0779911728295861
mtlr,0,True,frank,0.5,0.0957576833280113
dsm,0,True,frank,0.5,0.17489236489429
mensa,0,True,frank,0.5,0.0695476587491309
coxph,1,True,frank,0.5,0.1798993568497721
coxboost,1,True,frank,0.5,0.1601562180654307
rsf,1,True,frank,0.5,0.1610179750115752
deepsurv,1,True,frank,0.5,0.1529955088764455
deephit,1,True,frank,0.5,0.080043555390637
mtlr,1,True,frank,0.5,0.0767643511657908
dsm,1,True,frank,0.5,0.2674444528372101
mensa,1,True,frank,0.5,0.0699122313584837
coxph,2,True,frank,0.5,0.1397965991260326
coxboost,2,True,frank,0.5,0.1522968793209562
rsf,2,True,frank,0.5,0.1526074441177965
deepsurv,2,True,frank,0.5,0.1131893611173472
deephit,2,True,frank,0.5,0.0904457338590674
mtlr,2,True,frank,0.5,0.1100346207024322
dsm,2,True,frank,0.5,0.2093324433458322
mensa,2,True,frank,0.5,0.0769176833988487
coxph,3,True,frank,0.5,0.1904901335627332
coxboost,3,True,frank,0.5,0.1757668348882677
rsf,3,True,frank,0.5,0.1786699781522544
deepsurv,3,True,frank,0.5,0.169032727427239
deephit,3,True,frank,0.5,0.0834265181948227
mtlr,3,True,frank,0.5,0.0884552344810024
dsm,3,True,frank,0.5,0.1369911927428469
mensa,3,True,frank,0.5,0.0574350517640821
coxph,4,True,frank,0.5,0.1998519064035193
coxboost,4,True,frank,0.5,0.1734595069627097
rsf,4,True,frank,0.5,0.1747055461706725
deepsurv,4,True,frank,0.5,0.152786893212672
deephit,4,True,frank,0.5,0.0835193802197373
mtlr,4,True,frank,0.5,0.0967789973095314
dsm,4,True,frank,0.5,0.1886744957368696
mensa,4,True,frank,0.5,0.076999652281567
coxph,5,True,frank,0.5,0.1547054691184807
coxboost,5,True,frank,0.5,0.1665895884990161
rsf,5,True,frank,0.5,0.1672256417514672
deepsurv,5,True,frank,0.5,0.1356459918022067
deephit,5,True,frank,0.5,0.086347344734384
mtlr,5,True,frank,0.5,0.11372363445074
dsm,5,True,frank,0.5,0.105086846355054
mensa,5,True,frank,0.5,0.0699010211856491
coxph,6,True,frank,0.5,0.2019660853513798
coxboost,6,True,frank,0.5,0.1787917797707865
rsf,6,True,frank,0.5,0.1771471358440635
deepsurv,6,True,frank,0.5,0.1737273363027786
deephit,6,True,frank,0.5,0.0822890692562133
mtlr,6,True,frank,0.5,0.1126760219837769
dsm,6,True,frank,0.5,0.1721630564840531
mensa,6,True,frank,0.5,0.0671944319339273
coxph,7,True,frank,0.5,0.1872235344010881
coxboost,7,True,frank,0.5,0.1759334005070581
rsf,7,True,frank,0.5,0.1819094715084501
deepsurv,7,True,frank,0.5,0.1783757695665316
deephit,7,True,frank,0.5,0.0820155397443419
mtlr,7,True,frank,0.5,0.1166149420296621
dsm,7,True,frank,0.5,0.2103455128300156
mensa,7,True,frank,0.5,0.0731459437318578
coxph,8,True,frank,0.5,0.1827080772897679
coxboost,8,True,frank,0.5,0.1710307086321145
rsf,8,True,frank,0.5,0.1734272013999199
deepsurv,8,True,frank,0.5,0.1528814168478537
deephit,8,True,frank,0.5,0.0798864376456294
mtlr,8,True,frank,0.5,0.1029414698166307
dsm,8,True,frank,0.5,0.1026876017374218
mensa,8,True,frank,0.5,0.0700423331467619
coxph,9,True,frank,0.5,0.1802817933896556
coxboost,9,True,frank,0.5,0.1791200303607198
rsf,9,True,frank,0.5,0.1793336483133348
deepsurv,9,True,frank,0.5,0.1608871954369731
deephit,9,True,frank,0.5,0.0800707216502262
mtlr,9,True,frank,0.5,0.1108291742459604
dsm,9,True,frank,0.5,0.2107552256219001
mensa,9,True,frank,0.5,0.0655772243020733
coxph,0,True,frank,0.75,0.1869350396227465
coxboost,0,True,frank,0.75,0.1441236405272152
rsf,0,True,frank,0.75,0.1451848491608628
deepsurv,0,True,frank,0.75,0.1573785979409622
deephit,0,True,frank,0.75,0.105560955393712
mtlr,0,True,frank,0.75,0.1046810174816317
dsm,0,True,frank,0.75,0.2542983251398919
mensa,0,True,frank,0.75,0.1080031543695716
coxph,1,True,frank,0.75,0.3389560376040039
coxboost,1,True,frank,0.75,0.1903905760337756
rsf,1,True,frank,0.75,0.1872774511531887
deepsurv,1,True,frank,0.75,0.2928673081357965
deephit,1,True,frank,0.75,0.0609410378632622
mtlr,1,True,frank,0.75,0.1034211110713168
dsm,1,True,frank,0.75,0.2416464194892127
mensa,1,True,frank,0.75,0.0718210318737339
coxph,2,True,frank,0.75,0.2623998856128041
coxboost,2,True,frank,0.75,0.1386401148061055
rsf,2,True,frank,0.75,0.1496482948906995
deepsurv,2,True,frank,0.75,0.2126657661300717
deephit,2,True,frank,0.75,0.064277086558223
mtlr,2,True,frank,0.75,0.1376177757104811
dsm,2,True,frank,0.75,0.0583399552616672
mensa,2,True,frank,0.75,0.0653309710659957
coxph,3,True,frank,0.75,0.2487386926195753
coxboost,3,True,frank,0.75,0.1519762093852122
rsf,3,True,frank,0.75,0.161290923906062
deepsurv,3,True,frank,0.75,0.2163838096559132
deephit,3,True,frank,0.75,0.0582158009923788
mtlr,3,True,frank,0.75,0.096668995030627
dsm,3,True,frank,0.75,0.0975687013821674
mensa,3,True,frank,0.75,0.0710341761458795
coxph,4,True,frank,0.75,0.1734534586580586
coxboost,4,True,frank,0.75,0.1422798790378757
rsf,4,True,frank,0.75,0.1518831495144543
deepsurv,4,True,frank,0.75,0.1582238827993855
deephit,4,True,frank,0.75,0.095384269184879
mtlr,4,True,frank,0.75,0.1385942942563842
dsm,4,True,frank,0.75,0.2770882920989244
mensa,4,True,frank,0.75,0.0850405833430682
coxph,5,True,frank,0.75,0.225419295143493
coxboost,5,True,frank,0.75,0.1469127024023988
rsf,5,True,frank,0.75,0.1539339260072858
deepsurv,5,True,frank,0.75,0.2279112214472707
deephit,5,True,frank,0.75,0.1249383819453102
mtlr,5,True,frank,0.75,0.1880500379026998
dsm,5,True,frank,0.75,0.3238016351225109
mensa,5,True,frank,0.75,0.093254279874973
coxph,6,True,frank,0.75,0.3294144922168948
coxboost,6,True,frank,0.75,0.190230655969025
rsf,6,True,frank,0.75,0.1884870780002253
deepsurv,6,True,frank,0.75,0.2981559174825857
deephit,6,True,frank,0.75,0.0652794742319024
mtlr,6,True,frank,0.75,0.1141706401614936
dsm,6,True,frank,0.75,0.2952301937991913
mensa,6,True,frank,0.75,0.0761173725346342
coxph,7,True,frank,0.75,0.178980096984864
coxboost,7,True,frank,0.75,0.1376563527845267
rsf,7,True,frank,0.75,0.1421887396010265
deepsurv,7,True,frank,0.75,0.1737185736645919
deephit,7,True,frank,0.75,0.0954284586058179
mtlr,7,True,frank,0.75,0.1201394500932734
dsm,7,True,frank,0.75,0.125032628106319
mensa,7,True,frank,0.75,0.0788072385040105
coxph,8,True,frank,0.75,0.2571252755639925
coxboost,8,True,frank,0.75,0.1390540081188893
rsf,8,True,frank,0.75,0.1521286502432318
deepsurv,8,True,frank,0.75,0.2324642538338797
deephit,8,True,frank,0.75,0.0683498260946666
mtlr,8,True,frank,0.75,0.1226489001886844
dsm,8,True,frank,0.75,0.1400622325217363
mensa,8,True,frank,0.75,0.0647146546826977
coxph,9,True,frank,0.75,0.2404901945975211
coxboost,9,True,frank,0.75,0.1403008682374373
rsf,9,True,frank,0.75,0.1494559929258206
deepsurv,9,True,frank,0.75,0.1885075029254129
deephit,9,True,frank,0.75,0.0582736461961927
mtlr,9,True,frank,0.75,0.1212490766246418
dsm,9,True,frank,0.75,0.1697103409147083
mensa,9,True,frank,0.75,0.0663598534641287
coxph,0,False,frank,0.0,0.022214182557102
coxboost,0,False,frank,0.0,0.0104698705695207
rsf,0,False,frank,0.0,0.009761148465676
deepsurv,0,False,frank,0.0,0.0121165622924406
deephit,0,False,frank,0.0,0.0338501413067421
mtlr,0,False,frank,0.0,0.0370236424617193
dsm,0,False,frank,0.0,0.0238023857412183
mensa,0,False,frank,0.0,0.0243089554547798
coxph,1,False,frank,0.0,0.0239007894052177
coxboost,1,False,frank,0.0,0.0130865997536679
rsf,1,False,frank,0.0,0.012484253809478
deepsurv,1,False,frank,0.0,0.0157255028151605
deephit,1,False,frank,0.0,0.0292560503362683
mtlr,1,False,frank,0.0,0.0856022575116014
dsm,1,False,frank,0.0,0.0127817422199417
mensa,1,False,frank,0.0,0.0279921126283318
coxph,2,False,frank,0.0,0.0204666574443321
coxboost,2,False,frank,0.0,0.0127934071520625
rsf,2,False,frank,0.0,0.0123224321962759
deepsurv,2,False,frank,0.0,0.0124948484714756
deephit,2,False,frank,0.0,0.0344057366492205
mtlr,2,False,frank,0.0,0.037962819227613
dsm,2,False,frank,0.0,0.0177070539379205
mensa,2,False,frank,0.0,0.0255795822887187
coxph,3,False,frank,0.0,0.0217358848496667
coxboost,3,False,frank,0.0,0.0116773431813945
rsf,3,False,frank,0.0,0.0104202830777812
deepsurv,3,False,frank,0.0,0.0117258082313189
deephit,3,False,frank,0.0,0.0303556683442375
mtlr,3,False,frank,0.0,0.0392463035297718
dsm,3,False,frank,0.0,0.0370703033038805
mensa,3,False,frank,0.0,0.0274176420362295
coxph,4,False,frank,0.0,0.0194488388803935
coxboost,4,False,frank,0.0,0.0097686272998419
rsf,4,False,frank,0.0,0.0085443688603404
deepsurv,4,False,frank,0.0,0.0103983615720336
deephit,4,False,frank,0.0,0.03029391700963
mtlr,4,False,frank,0.0,0.0927534523017874
dsm,4,False,frank,0.0,0.0200026775431625
mensa,4,False,frank,0.0,0.0241090373936344
coxph,5,False,frank,0.0,0.0236241637739194
coxboost,5,False,frank,0.0,0.0121739640227082
rsf,5,False,frank,0.0,0.0113673217941652
deepsurv,5,False,frank,0.0,0.0135939601148687
deephit,5,False,frank,0.0,0.0320064860579603
mtlr,5,False,frank,0.0,0.073655436397237
dsm,5,False,frank,0.0,0.0306643831820284
mensa,5,False,frank,0.0,0.0255074491648628
coxph,6,False,frank,0.0,0.0204927144745497
coxboost,6,False,frank,0.0,0.0110848826201311
rsf,6,False,frank,0.0,0.0102362589421476
deepsurv,6,False,frank,0.0,0.0115712620892031
deephit,6,False,frank,0.0,0.0360760317980472
mtlr,6,False,frank,0.0,0.0354081120605853
dsm,6,False,frank,0.0,0.0113136136233065
mensa,6,False,frank,0.0,0.0270606974988393
coxph,7,False,frank,0.0,0.0206902809518399
coxboost,7,False,frank,0.0,0.0107934061319037
rsf,7,False,frank,0.0,0.0100356380492425
deepsurv,7,False,frank,0.0,0.0118488387474937
deephit,7,False,frank,0.0,0.0334777749699445
mtlr,7,False,frank,0.0,0.0821474903870481
dsm,7,False,frank,0.0,0.0401467631229412
mensa,7,False,frank,0.0,0.023958846829992
coxph,8,False,frank,0.0,0.0200618851317602
coxboost,8,False,frank,0.0,0.0118498415937585
rsf,8,False,frank,0.0,0.0107196870010376
deepsurv,8,False,frank,0.0,0.0118600378555424
deephit,8,False,frank,0.0,0.0435556649180957
mtlr,8,False,frank,0.0,0.0642939146537613
dsm,8,False,frank,0.0,0.016561941831933
mensa,8,False,frank,0.0,0.0234980034056262
coxph,9,False,frank,0.0,0.0182183541700753
coxboost,9,False,frank,0.0,0.0095369337033578
rsf,9,False,frank,0.0,0.008668242749481
deepsurv,9,False,frank,0.0,0.0098091812380768
deephit,9,False,frank,0.0,0.0320255981597721
mtlr,9,False,frank,0.0,0.0330534080852696
dsm,9,False,frank,0.0,0.0168404544554852
mensa,9,False,frank,0.0,0.0309857348769012
coxph,0,False,frank,0.25,0.0309911249871942
coxboost,0,False,frank,0.25,0.0248056306003797
rsf,0,False,frank,0.25,0.025732399601012
deepsurv,0,False,frank,0.25,0.0256039617993387
deephit,0,False,frank,0.25,0.0134240551524457
mtlr,0,False,frank,0.25,0.0316744012367568
dsm,0,False,frank,0.25,0.0500621221813578
mensa,0,False,frank,0.25,0.0397882195027572
coxph,1,False,frank,0.25,0.0286082233344534
coxboost,1,False,frank,0.25,0.0246258802692072
rsf,1,False,frank,0.25,0.0260633023359394
deepsurv,1,False,frank,0.25,0.0249506158631387
deephit,1,False,frank,0.25,0.014629779223868
mtlr,1,False,frank,0.25,0.0531698630513994
dsm,1,False,frank,0.25,0.0389321286967559
mensa,1,False,frank,0.25,0.0291847379862025
coxph,2,False,frank,0.25,0.0305623596047104
coxboost,2,False,frank,0.25,0.0254378454555419
rsf,2,False,frank,0.25,0.0252144633018026
deepsurv,2,False,frank,0.25,0.0257667352262056
deephit,2,False,frank,0.25,0.0139930325994074
mtlr,2,False,frank,0.25,0.0467464096522679
dsm,2,False,frank,0.25,0.0421643508805848
mensa,2,False,frank,0.25,0.0311523189901203
coxph,3,False,frank,0.25,0.0306790276239818
coxboost,3,False,frank,0.25,0.0257504397531556
rsf,3,False,frank,0.25,0.026259447390624
deepsurv,3,False,frank,0.25,0.0258846706415531
deephit,3,False,frank,0.25,0.0269804401944841
mtlr,3,False,frank,0.25,0.0416898630730181
dsm,3,False,frank,0.25,0.0467608131492764
mensa,3,False,frank,0.25,0.0329598130142697
coxph,4,False,frank,0.25,0.0298561039866966
coxboost,4,False,frank,0.25,0.0260761469380941
rsf,4,False,frank,0.25,0.0262083980425287
deepsurv,4,False,frank,0.25,0.0268744854422685
deephit,4,False,frank,0.25,0.0140113021441296
mtlr,4,False,frank,0.25,0.0361766239701339
dsm,4,False,frank,0.25,0.0432615714708702
mensa,4,False,frank,0.25,0.0378751455064431
coxph,5,False,frank,0.25,0.0311544159760187
coxboost,5,False,frank,0.25,0.0237497343719285
rsf,5,False,frank,0.25,0.0240233818148348
deepsurv,5,False,frank,0.25,0.0241708557793278
deephit,5,False,frank,0.25,0.0149020808684216
mtlr,5,False,frank,0.25,0.0527031612313186
dsm,5,False,frank,0.25,0.0452959750653584
mensa,5,False,frank,0.25,0.0352024088165432
coxph,6,False,frank,0.25,0.0301699605589087
coxboost,6,False,frank,0.25,0.0258709648311403
rsf,6,False,frank,0.25,0.026619192888567
deepsurv,6,False,frank,0.25,0.0264158587625939
deephit,6,False,frank,0.25,0.0174574316571879
mtlr,6,False,frank,0.25,0.0596642227186929
dsm,6,False,frank,0.25,0.0384260917304115
mensa,6,False,frank,0.25,0.0349901624734404
coxph,7,False,frank,0.25,0.0337475272291142
coxboost,7,False,frank,0.25,0.0259816603892809
rsf,7,False,frank,0.25,0.0265058764857077
deepsurv,7,False,frank,0.25,0.0268078152067324
deephit,7,False,frank,0.25,0.0147985885140397
mtlr,7,False,frank,0.25,0.043987765708992
dsm,7,False,frank,0.25,0.0479146663080804
mensa,7,False,frank,0.25,0.0416653433433784
coxph,8,False,frank,0.25,0.0314727514309489
coxboost,8,False,frank,0.25,0.0259367105655175
rsf,8,False,frank,0.25,0.0262161368082892
deepsurv,8,False,frank,0.25,0.0265274915037934
deephit,8,False,frank,0.25,0.0133580606301321
mtlr,8,False,frank,0.25,0.0537241567318825
dsm,8,False,frank,0.25,0.0528213446000269
mensa,8,False,frank,0.25,0.0327978990960631
coxph,9,False,frank,0.25,0.0329410516611897
coxboost,9,False,frank,0.25,0.0272273561580688
rsf,9,False,frank,0.25,0.0273894285731569
deepsurv,9,False,frank,0.25,0.0285074741212904
